Ticker,Quandl_Code,Name,Exchange,Last Trade Date
MOSC,EOD/MOSC,Mosaic Acquisition Corp. Class A,NYSE,2019-07-30
MOSC.U,EOD/MOSC_U,Mosaic Acquisition Corp. Units each consisting of one Class A Common Stock and one-third of one Warrant,NYSE,2019-07-25
MOSC.WS,EOD/MOSC_WS,Mosaic Acquisition Corp. Warrants,NYSE,2019-07-30
MOSY,EOD/MOSY,MoSys Inc.,NASDAQ,2019-07-30
MOTI,EOD/MOTI,VanEck Vectors Morningstar International Moat,NYSE Arca,2019-07-30
MOTS,EOD/MOTS,Motus GI Holdings Inc.,NASDAQ,2019-07-30
MOV,EOD/MOV,Movado Group Inc.,NYSE,2019-07-30
MOXC,EOD/MOXC,Moxian Inc.,NASDAQ,2019-07-30
MPA,EOD/MPA,Blackrock MuniYield Pennsylvania Quality Fund,NYSE,2019-07-30
MPAA,EOD/MPAA,Motorcar Parts of America Inc.,NASDAQ,2019-07-30
MPB,EOD/MPB,Mid Penn Bancorp,NASDAQ,2019-07-30
MPC,EOD/MPC,Marathon Petroleum Corporation,NYSE,2019-07-30
MPLX,EOD/MPLX,MPLX LP Representing Limited Partner Interests,NYSE,2019-07-30
MPO,EOD/MPO,Midstates Petroleum Company Inc.,NYSE,2019-07-30
MPV,EOD/MPV,Barings Participation Investors,NYSE,2019-07-30
MPVD,EOD/MPVD,Mountain Province Diamonds Inc.,NYSE MKT,2019-07-30
MPW,EOD/MPW,Medical Properties Trust Inc.,NYSE,2019-07-30
MPWR,EOD/MPWR,Monolithic Power Systems Inc.,NASDAQ,2019-07-30
MPX,EOD/MPX,Marine Products Corporation,NYSE,2019-07-30
MQT,EOD/MQT,Blackrock MuniYield Quality Fund II Inc.,NYSE,2019-07-30
MQY,EOD/MQY,Blackrock MuniYield Quality Fund Inc.,NYSE,2019-07-30
MR,EOD/ECR,Montage Resources Corporation,NYSE,2019-07-30
MRAM,EOD/MRAM,Everspin Technologies Inc.,NASDAQ,2019-07-30
MRBK,EOD/MRBK,Meridian Corporation,NASDAQ,2019-07-30
MRC,EOD/MRC,MRC Global Inc.,NYSE,2019-07-30
MRCC,EOD/MRCC,Monroe Capital Corporation,NASDAQ,2019-07-30
MRCCL,EOD/MRCCL,Monroe Capital Corporation 5.75% Notes due 2023,NASDAQ,2019-07-30
MRCY,EOD/MRCY,Mercury Systems Inc,NASDAQ,2019-07-30
MREO,EOD/MREO,Mereo BioPharma Group plc,NASDAQ,2019-07-30
MREO.,EOD/MREO,Mereo BioPharma Group plc,NASDAQ,2019-06-13
MRIC,EOD/MRIC,MRI Interventions Inc.,NYSE MKT,2019-07-30
MRIN,EOD/MRIN,Marin Software Incorporated,NYSE,2019-07-30
MRK,EOD/MRK,Merck & Company Inc. (new),NYSE,2019-07-30
MRKR,EOD/TPIV,Marker Therapeutics Inc.,NASDAQ,2019-07-30
MRLN,EOD/MRLN,Marlin Business Services Corp.,NASDAQ,2019-07-30
MRNA,EOD/MRNA,Moderna Inc.,NASDAQ,2019-07-30
MRNS,EOD/MRNS,Marinus Pharmaceuticals Inc.,NASDAQ,2019-07-30
MRO,EOD/MRO,Marathon Oil Corporation,NYSE,2019-07-30
MRRL,EOD/MRRL,ETRACS Monthly Pay 2xLeveraged Mortgage REIT ETN Series B due October 16 2042,NYSE Arca,2019-07-30
MRSN,EOD/MRSN,Mersana Therapeutics Inc.,NASDAQ,2019-07-30
MRTN,EOD/MRTN,Marten Transport Ltd.,NASDAQ,2019-07-30
MRTX,EOD/MRTX,Mirati Therapeutics Inc.,NASDAQ,2019-07-30
MRUS,EOD/MRUS,Merus N.V.,NASDAQ,2019-07-30
MRVL,EOD/MRVL,Marvell Technology Group Ltd.,NASDAQ,2019-07-30
MS,EOD/MS,Morgan Stanley,NYSE,2019-07-30
MS.P.A,EOD/MS_P_A,Morgan Stanley Dep Shs repstg 1/1000 Pfd Ser A,NYSE,2019-07-30
MS.P.E,EOD/MS_P_E,Morgan Stanley DEPOSITARY SHARES SERIES E,NYSE,2019-07-30
MS.P.F,EOD/MS_P_F,Morgan Stanley Dep Shs Rpstg 1/1000th Int Prd Ser F Fxd to Flag,NYSE,2019-07-30
MS.P.G,EOD/MS_P_G,Morgan Stanley Depositary Shares Series G,NYSE,2019-07-30
MS.P.I,EOD/MS_P_I,Morgan Stanley Depository Shares Series 1,NYSE,2019-07-30
MS.P.K,EOD/MS_P_K,Morgan Stanley Depositary Shares Series K,NYSE,2019-07-30
MSA,EOD/MSA,MSA Safety Incorporated,NYSE,2019-07-30
MSB,EOD/MSB,Mesabi Trust,NYSE,2019-07-30
MSBF,EOD/MSBF,MSB Financial Corp.,NASDAQ,2019-07-30
MSBI,EOD/MSBI,Midland States Bancorp Inc.,NASDAQ,2019-07-30
MSC,EOD/MSC,Studio City International Holdings Limited American depositary shares each representing four Class A,NYSE,2019-07-30
MSCI,EOD/MSCI,MSCI Inc,NYSE,2019-07-30
MSD,EOD/MSD,Morgan Stanley Emerging Markets Debt Fund Inc.,NYSE,2019-07-30
MSEX,EOD/MSEX,Middlesex Water Company,NASDAQ,2019-07-30
MSFT,EOD/MSFT,Microsoft Corporation,NASDAQ,2019-07-30
MSG,EOD/MSG,The Madison Square Garden Company Class A (New),NASDAQ,2019-07-30
MSGN,EOD/MSGN,MSG Networks Inc.,NYSE,2019-07-30
MSI,EOD/MSI,Motorola Solutions Inc.,NYSE,2019-07-30
MSL,EOD/MSL,MidSouth Bancorp,NYSE,2019-07-30
MSM,EOD/MSM,MSC Industrial Direct Company Inc.,NYSE,2019-07-30
MSN,EOD/MSN,Emerson Radio Corporation,NYSE MKT,2019-07-30
MSON,EOD/MSON,MISONIX Inc.,NASDAQ,2019-07-30
MSTR,EOD/MSTR,MicroStrategy Incorporated,NASDAQ,2019-07-30
MSVB,EOD/MSVB,Mid-Southern Bancorp Inc.,NASDAQ,2019-07-30
MT,EOD/MT,Arcelor Mittal NY Registry Shares NEW,NYSE,2019-07-30
MTB,EOD/MTB,M&T Bank Corporation,NYSE,2019-07-30
MTB.P,EOD/MTB_P,M&T Bank Corporation Fixed Rate Cumulative Perpetual Preferred Stock Series A,NYSE,2019-07-30
MTB.P.C,EOD/MTB_P_C,M&T Bank Corporation Fixed Rate Cumulative Perpetual Preferred Stock Series C,NYSE,2019-07-30
MTBC,EOD/MTBC,MTBC Inc.,NASDAQ,2019-07-30
MTBCP,EOD/MTBCP,MTBC Inc. 11% Series A Cumulative Redeemable Perpetual Preferred Stock,NASDAQ,2019-07-30
MTC,EOD/MTC,MMTec Inc.,NASDAQ,2019-07-30
MTCH,EOD/MTCH,Match Group Inc.,NASDAQ,2019-07-30
MTD,EOD/MTD,Mettler-Toledo International Inc.,NYSE,2019-07-30
MTDR,EOD/MTDR,Matador Resources Company,NYSE,2019-07-30
MTECU,EOD/MTECU,MTech Acquisition Corp. Unit,NASDAQ,2019-06-17
MTECW,EOD/MTECW,MTech Acquisition Corp. Warrant,NASDAQ,2019-06-17
MTEM,EOD/MTEM,Molecular Templates Inc.,NASDAQ,2019-07-30
MTEX,EOD/MTEX,Mannatech Incorporated,NASDAQ,2019-07-30
MTFB,EOD/MTFB,Motif Bio plc,NASDAQ,2019-07-30
MTFBW,EOD/MTFBW,Motif Bio plc Warrant,NASDAQ,2019-07-16
MTG,EOD/MTG,MGIC Investment Corporation,NYSE,2019-07-30
MTH,EOD/MTH,Meritage Homes Corporation,NYSE,2019-07-30
MTL,EOD/MTL,Mechel PAO American Depositary Shares (Each rep. 1),NYSE,2019-07-30
MTL.P,EOD/MTL_P,Mechel PAO American Depositary Shares (each representing one-half of a Preferred Share),NYSE,2019-07-30
MTLS,EOD/MTLS,Materialise NV,NASDAQ,2019-07-30
MTN,EOD/MTN,Vail Resorts Inc.,NYSE,2019-07-30
MTNB,EOD/MTNB,Matinas Biopharma Holdings Inc.,NYSE,2019-07-30
MTOR,EOD/MTOR,Meritor Inc.,NYSE,2019-07-30
MTP,EOD/MTP,Midatech Pharma PLC,NYSE,2019-07-30
MTR,EOD/MTR,Mesa Royalty Trust,NYSE,2019-07-30
MTRN,EOD/MTRN,Materion Corporation,NYSE,2019-07-30
MTRX,EOD/MTRX,Matrix Service Company,NASDAQ,2019-07-30
MTSC,EOD/MTSC,MTS Systems Corporation,NASDAQ,2019-07-30
MTSI,EOD/MTSI,MACOM Technology Solutions Holdings Inc.,NASDAQ,2019-07-30
MTSL,EOD/MTSL,MER Telemanagement Solutions Ltd.,NASDAQ,2019-07-30
MTT,EOD/MTT,Western Asset Municipal Defined Opportunity Trust Inc,NYSE,2019-07-30
MTW,EOD/MTW,Manitowoc Company Inc. (The),NYSE,2019-07-30
MTX,EOD/MTX,Minerals Technologies Inc.,NYSE,2019-07-30
MTZ,EOD/MTZ,MasTec Inc.,NYSE,2019-07-30
MU,EOD/MU,Micron Technology Inc.,NASDAQ,2019-07-30
MUA,EOD/MUA,Blackrock MuniAssets Fund Inc,NYSE,2019-07-30
MUB,EOD/MUB,iShares National Muni Bond,NYSE Arca,2019-07-30
MUC,EOD/MUC,Blackrock MuniHoldings California Quality Fund Inc.,NYSE,2019-07-30
MUDS,EOD/MUDS,Mudrick Capital Acquisition Corporation,NASDAQ,2019-07-29
MUDSU,EOD/MUDSU,Mudrick Capital Acquisition Corporation Unit,NASDAQ,2019-07-23
MUDSW,EOD/MUDSW,Mudrick Capital Acquisition Corporation Warrant,NASDAQ,2019-07-30
MUE,EOD/MUE,Blackrock MuniHoldings Quality Fund II Inc.,NYSE,2019-07-30
MUFG,EOD/MUFG,Mitsubishi UFJ Financial Group Inc.,NYSE,2019-07-30
MUH,EOD/MUH,Blackrock MuniHoldings Fund II Inc.,NYSE,2019-07-30
MUI,EOD/MUI,Blackrock Muni Intermediate Duration Fund Inc,NYSE,2019-07-30
MUJ,EOD/MUJ,Blackrock MuniHoldings New Jersey Quality Fund Inc.,NYSE,2019-07-30
MUNI,EOD/MUNI,PIMCO Intermediate Municipal Bond Active Exchange-Traded Fund,NYSE Arca,2019-07-30
MUR,EOD/MUR,Murphy Oil Corporation,NYSE,2019-07-30
MUS,EOD/MUS,Blackrock MuniHoldings Quality Fund Inc,NYSE,2019-07-30
MUSA,EOD/MUSA,Murphy USA Inc.,NYSE,2019-07-30
MUST,EOD/MUST,Columbia Multi-Sector Municipal Income,NYSE Arca,2019-07-30
MUTE,EOD/MUTE,Direxion Daily Communication Services Index Bear 3X Shares,NYSE Arca,2019-07-30
MUX,EOD/MUX,McEwen Mining Inc.,NYSE,2019-07-30
MVBF,EOD/MVBF,MVB Financial Corp.,NASDAQ,2019-07-30
MVC,EOD/MVC,MVC Capital Inc.,NYSE,2019-07-30
MVCD,EOD/MVCD,MVC Capital Inc. 6.25% Senior Notes due 2022,NYSE,2019-07-30
MVF,EOD/MVF,Blackrock MuniVest Fund Inc.,NYSE MKT,2019-07-30
MVIN,EOD/MVIN,Natixis ETF Trust,NYSE Arca,2019-07-30
MVIS,EOD/MVIS,MicroVision Inc.,NASDAQ,2019-07-30
MVO,EOD/MVO,MV Oil Trust,NYSE,2019-07-30
MVT,EOD/MVT,Blackrock MuniVest Fund II Inc.,NYSE,2019-07-30
MVV,EOD/MVV,ProShares Ultra MidCap400,NYSE Arca,2019-07-30
MWA,EOD/MWA,MUELLER WATER PRODUCTS,NYSE,2019-07-30
MWK,EOD/MWK,Mohawk Group Holdings Inc.,NASDAQ,2019-07-30
MX,EOD/MX,MagnaChip Semiconductor Corporation,NYSE,2019-07-30
MXC,EOD/MXC,Mexco Energy Corporation,NYSE MKT,2019-07-30
MXDE,EOD/MXDE,Nationwide Maximum Diversification Emerging Markets Core Equity,NYSE Arca,2019-07-29
MXDU,EOD/MXDU,Nationwide Maximum Diversification U.S. Core Equity,NYSE Arca,2019-07-29
MXE,EOD/MXE,Mexico Equity and Income Fund Inc. (The),NYSE,2019-07-30
MXF,EOD/MXF,Mexico Fund Inc. (The),NYSE,2019-07-30
MXI,EOD/MXI,iShares Global Materials,NYSE Arca,2019-07-30
MXIM,EOD/MXIM,Maxim Integrated Products Inc.,NASDAQ,2019-07-30
MXL,EOD/MXL,MaxLinear Inc.,NYSE,2019-07-30
MYC,EOD/MYC,Blackrock MuniYield California Fund Inc.,NYSE,2019-07-30
MYD,EOD/MYD,Blackrock MuniYield Fund Inc.,NYSE,2019-07-30
MYE,EOD/MYE,Myers Industries Inc.,NYSE,2019-07-30
MYF,EOD/MYF,Blackrock MuniYield Investment Fund,NYSE,2019-07-30
MYFW,EOD/MYFW,First Western Financial Inc.,NASDAQ,2019-07-30
MYGN,EOD/MYGN,Myriad Genetics Inc.,NASDAQ,2019-07-30
MYI,EOD/MYI,Blackrock MuniYield Quality Fund III Inc,NYSE,2019-07-30
MYJ,EOD/MYJ,Blackrock MuniYield New Jersey Fund Inc,NYSE,2019-07-30
MYL,EOD/MYL,Mylan N.V.,NASDAQ,2019-07-30
MYN,EOD/MYN,Blackrock MuniYield New York Quality Fund Inc.Common Stock,NYSE,2019-07-30
MYNDW,EOD/MYNDW,MYnd Analytics Inc. Warrant,NASDAQ,2019-07-17
MYO,EOD/MYO,Myomo Inc.,NYSE MKT,2019-07-30
MYOK,EOD/MYOK,MyoKardia Inc.,NASDAQ,2019-07-30
MYOS,EOD/MYOS,MYOS RENS Technology Inc.,NASDAQ,2019-07-30
MYOV,EOD/MYOV,Myovant Sciences Ltd.,NYSE,2019-07-30
MYRG,EOD/MYRG,MYR Group Inc.,NASDAQ,2019-07-30
MYSZ,EOD/MYSZ,My Size Inc.,NASDAQ,2019-07-30
MYT,EOD/DELT,Urban Tea Inc.,NASDAQ,2019-07-30
MYY,EOD/MYY,ProShares Short MidCap400,NYSE Arca,2019-07-30
MZA,EOD/MZA,Blackrock MuniYield Arizona Fund Inc.,NYSE MKT,2019-07-30
MZZ,EOD/MZZ,ProShares UltraShort MidCap400,NYSE Arca,2019-07-30
NAC,EOD/NAC,Nuveen California Quality Municipal Income Fund,NYSE,2019-07-30
NACP,EOD/NACP,Impact Shares Trust I NAACP Minority Empowerment,NYSE Arca,2019-07-30
NAD,EOD/NAD,Nuveen Quality Municipal Income Fund,NYSE,2019-07-30
NAII,EOD/NAII,Natural Alternatives International Inc.,NASDAQ,2019-07-30
NAIL,EOD/NAIL,Direxion Daily Homebuilders & Supplies Bull 3X Shares,NYSE Arca,2019-07-30
NAK,EOD/NAK,Northern Dynasty Minerals Ltd.,NYSE MKT,2019-07-30
NAKD,EOD/NAKD,Naked Brand Group Limited,NASDAQ,2019-07-30
NAN,EOD/NAN,Nuveen New York Quality Municipal Income Fund,NYSE,2019-07-30
NANO,EOD/NANO,Nanometrics Incorporated,NASDAQ,2019-07-30
NANR,EOD/NANR,SPDR S&P North American Natural Resources,NYSE Arca,2019-07-30
NAOV,EOD/NAOV,NanoVibronix Inc.,NASDAQ,2019-07-30
NAT,EOD/NAT,Nordic American Tankers Limited,NYSE,2019-07-30
NATH,EOD/NATH,Nathan's Famous Inc.,NASDAQ,2019-07-30
NATI,EOD/NATI,National Instruments Corporation,NASDAQ,2019-07-30
NATR,EOD/NATR,Nature's Sunshine Products Inc.,NASDAQ,2019-07-30
NAV,EOD/NAV,Navistar International Corporation,NYSE,2019-07-30
NAV.P.D,EOD/NAV_P_D,Navistar International Corporation Preferred Stock,NYSE,2019-07-29
NAVB,EOD/NAVB,Navidea Biopharmaceuticals Inc.,NYSE MKT,2019-07-30
NAVI,EOD/NAVI,Navient Corporation,NASDAQ,2019-07-30
NAZ,EOD/NAZ,Nuveen Arizona Quality Municipal Income Fund,NYSE,2019-07-30
NBB,EOD/NBB,Nuveen Taxable Municipal Income Fund of Beneficial Interest,NYSE,2019-07-30
NBEV,EOD/NBEV,New Age Beverages Corporation,NASDAQ,2019-07-30
NBH,EOD/NBH,Neuberger Berman Municipal Fund Inc.,NYSE MKT,2019-07-30
NBHC,EOD/NBHC,National Bank Holdings Corporation,NYSE,2019-07-30
NBIX,EOD/NBIX,Neurocrine Biosciences Inc.,NASDAQ,2019-07-30
NBL,EOD/NBL,Noble Energy Inc.,NYSE,2019-07-30
NBLX,EOD/NBLX,Noble Midstream Partners LP Representing Limited Partner Interests,NYSE,2019-07-30
NBN,EOD/NBN,Northeast Bank,NASDAQ,2019-07-30
NBO,EOD/NBO,Neuberger Berman New York Municipal Fund Inc.,NYSE MKT,2019-07-30
NBR,EOD/NBR,Nabors Industries Ltd.,NYSE,2019-07-30
NBR.P.A,EOD/NBR_P_A,Nabors Industries Ltd. 6.00% Mandatory Convertible Preferred Shares Series A,NYSE,2019-07-30
NBRV,EOD/NBRV,Nabriva Therapeutics plc,NASDAQ,2019-07-30
NBSE,EOD/OHRP,NeuBase Therapeutics Inc.,NASDAQ,2019-07-30
NBTB,EOD/NBTB,NBT Bancorp Inc.,NASDAQ,2019-07-30
NBW,EOD/NBW,Neuberger Berman California Municipal Fund Inc,NYSE MKT,2019-07-30
NBY,EOD/NBY,NovaBay Pharmaceuticals Inc.,NYSE MKT,2019-07-30
NC,EOD/NC,NACCO Industries Inc.,NYSE,2019-07-30
NCA,EOD/NCA,Nuveen California Municipal Value Fund Inc.,NYSE,2019-07-30
NCB,EOD/NCB,Nuveen California Municipal Value Fund 2 of Beneficial Interest,NYSE MKT,2019-07-30
NCBS,EOD/NCBS,Nicolet Bankshares Inc.,NASDAQ,2019-07-30
NCI,EOD/NCI,Navigant Consulting Inc.,NYSE,2019-07-30
NCLH,EOD/NCLH,Norwegian Cruise Line Holdings Ltd.,NASDAQ,2019-07-30
NCMI,EOD/NCMI,National CineMedia Inc.,NASDAQ,2019-07-30
NCNA,EOD/NCNA,NuCana plc,NASDAQ,2019-07-30
NCR,EOD/NCR,NCR Corporation,NYSE,2019-07-30
NCSM,EOD/NCSM,NCS Multistage Holdings Inc.,NASDAQ,2019-07-30
NCTY,EOD/NCTY,The9 Limited,NASDAQ,2019-07-30
NCV,EOD/NCV,AllianzGI Convertible & Income Fund,NYSE,2019-07-30
NCV.P.A,EOD/NCV_P_A,AllianzGI Convertible & Income Fund 5.625% Series A Cumulative Preferred Shares (Liquidation Preference $25.00 per share),NYSE,2019-07-30
NCZ,EOD/NCZ,AllianzGI Convertible & Income Fund II of Beneficial Interest,NYSE,2019-07-30
NCZ.P.A,EOD/NCZ_P_A,AllianzGI Convertible & Income Fund II 5.50% Series A Cumulative Preferred Shares (Liquidation Preference $25.00 per share),NYSE,2019-07-30
NDAQ,EOD/NDAQ,Nasdaq Inc.,NASDAQ,2019-07-30
NDLS,EOD/NDLS,Noodles & Company,NASDAQ,2019-07-30
NDP,EOD/NDP,Tortoise Energy Independence Fund Inc.,NYSE,2019-07-30
NDRA,EOD/NDRA,ENDRA Life Sciences Inc.,NASDAQ,2019-07-30
NDRAW,EOD/NDRAW,ENDRA Life Sciences Inc. Warrants,NASDAQ,2019-07-30
NDSN,EOD/NDSN,Nordson Corporation,NASDAQ,2019-07-30
NE,EOD/NE,Noble Corporation (UK),NYSE,2019-07-30
NEA,EOD/NEA,Nuveen AMT-Free Quality Municipal Income Fund of Beneficial Interest Par Value $.01,NYSE,2019-07-30
NEBU,EOD/NEBU,Nebula Acquisition Corporation,NASDAQ,2019-07-29
NEBUU,EOD/NEBUU,Nebula Acquisition Corporation Unit,NASDAQ,2019-07-30
NEBUW,EOD/NEBUW,Nebula Acquisition Corporation Warrant,NASDAQ,2019-07-08
NEE,EOD/NEE,NextEra Energy Inc.,NYSE,2019-07-30
NEE.P.I,EOD/NEE_P_I,NextEra Energy Inc. Series I Junior Subordinated Debentures due November 15 2072,NYSE,2019-07-30
NEE.P.J,EOD/NEE_P_J,NextEra Energy Inc. Series J Junior Subordinated Debentures due January 15 2073,NYSE,2019-07-30
NEE.P.K,EOD/NEE_P_K,NextEra Energy Inc. Series K Junior Subordinated Debentures due June 1 2076,NYSE,2019-07-30
NEE.P.N,EOD/NEE_P_N,NextEra Energy Inc. Series N Junior Subordinated Debentures due March 1 2079,NYSE,2019-07-30
NEE.P.R,EOD/NEE_P_R,NextEra Energy Inc. Corporate Units expiring 09/01/2019,NYSE,2019-07-30
NEED,EOD/NEED,Direxion Daily Consumer Staples Bull 3X Shares,NYSE Arca,2019-07-30
NEM,EOD/NEM,Newmont Goldcorp Corporation,NYSE,2019-07-30
NEN,EOD/NEN,New England Realty Associates Limited Partnership Class A Depositary Receipts Evidencing Units of Limited Partnership,NYSE MKT,2019-07-30
NEO,EOD/NEO,NeoGenomics Inc.,NASDAQ,2019-07-30
NEOG,EOD/NEOG,Neogen Corporation,NASDAQ,2019-07-30
NEON,EOD/NEON,Neonode Inc.,NASDAQ,2019-07-30
NEOS,EOD/NEOS,Neos Therapeutics Inc.,NASDAQ,2019-07-30
NEP,EOD/NEP,NextEra Energy Partners LP representing limited partner interests,NYSE,2019-07-30
NEPT,EOD/NEPT,Neptune Wellness Solutions Inc.,NASDAQ,2019-07-30
NERD,EOD/NERD,Roundhill BITKRAFT Esports & Digital Entertainment,NYSE Arca,2019-07-30
NERV,EOD/NERV,Minerva Neurosciences Inc,NASDAQ,2019-07-30
NES,EOD/NES,Nuverra Environmental Solutions Inc.,NYSE,2019-07-30
NESR,EOD/NESR,National Energy Services Reunited Corp.,NASDAQ,2019-07-30
NESRW,EOD/NESRW,National Energy Services Reunited Corp. Warrant,NASDAQ,2019-07-16
NETE,EOD/NETE,Net Element Inc.,NASDAQ,2019-07-30
NETL,EOD/NETL,NETLease Corporate Real Estate,NASDAQ,2019-07-30
NETS,EOD/NETS,Netshoes (Cayman) Limited,NYSE,2019-06-14
NEU,EOD/NEU,NewMarket Corp,NYSE,2019-07-30
NEV,EOD/NEV,Nuveen Enhanced Municipal Value Fund of Beneficial Interest,NYSE,2019-07-30
NEW,EOD/NEW,Puxin Limited American Depositary Shares each representing two,NYSE,2019-07-30
NEWA,EOD/NEWA,Newater Technology Inc.,NASDAQ,2019-07-30
NEWM,EOD/NEWM,New Media Investment Group Inc.,NYSE,2019-07-30
NEWR,EOD/NEWR,New Relic Inc.,NYSE,2019-07-30
NEWT,EOD/NEWT,Newtek Business Services Corp.,NASDAQ,2019-07-30
NEWTI,EOD/NEWTI,Newtek Business Services Corp. 6.25% Notes Due 2023,NASDAQ,2019-07-30
NEWTZ,EOD/NEWTZ,Newtek Business Services Corp. Notes due 2022,NASDAQ,2019-07-30
NEXA,EOD/NEXA,Nexa Resources S.A.,NYSE,2019-07-30
NEXT,EOD/NEXT,NextDecade Corporation,NASDAQ,2019-07-30
NFBK,EOD/NFBK,Northfield Bancorp Inc.,NASDAQ,2019-07-30
NFC,EOD/NFC,New Frontier Corporation Class A,NYSE MKT,2019-07-30
NFC.U,EOD/NFC_U,New Frontier Corporation Units each consisting of one Class A Ordinary Share and one half of one Warrant,NYSE,2019-07-30
NFC.WS,EOD/NFC_WS,New Frontier Corporation Warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50 per share,NYSE,2019-07-30
NFE,EOD/NFE,New Fortress Energy LLC,NASDAQ,2019-07-30
NFG,EOD/NFG,National Fuel Gas Company,NYSE,2019-07-30
NFJ,EOD/NFJ,AllianzGI NFJ Dividend Interest & Premium Strategy Fund,NYSE,2019-07-30
NFLT,EOD/NFLT,Virtus Newfleet Multi-Sector Bond,NYSE Arca,2019-07-30
NFLX,EOD/NFLX,Netflix Inc.,NASDAQ,2019-07-30
NFO,EOD/NFO,Invesco Insider Sentiment,NYSE Arca,2019-07-30
NFRA,EOD/NFRA,FlexShares STOXX Global Broad Infrastructure Index Fund,NYSE Arca,2019-07-30
NFTY,EOD/NFTY,First Trust India Nifty 50 Equal Weight ETF,NYSE Arca,2019-07-30
NG,EOD/NG,Novagold Resources Inc.,NYSE MKT,2019-07-30
NGD,EOD/NGD,New Gold Inc.,NYSE MKT,2019-07-30
NGE,EOD/NGE,Global X MSCI Nigeria,NYSE Arca,2019-07-30
NGG,EOD/NGG,National Grid Transco PLC PLC (NEW) American Depositary Shares,NYSE,2019-07-30
NGHC,EOD/NGHC,National General Holdings Corp,NASDAQ,2019-07-30
NGHCN,EOD/NGHCN,National General Holdings Corp Depositary Shares each representing 1/40th of a share of 7.50% Non-Cumulative Preferred Stock Series C,NASDAQ,2019-07-30
NGHCO,EOD/NGHCO,National General Holdings Corp Depositary Shares,NASDAQ,2019-07-30
NGHCP,EOD/NGHCP,National General Holdings Corp 7.50% Non-Cumulative Preferred Stock Series A,NASDAQ,2019-07-30
NGHCZ,EOD/NGHCZ,National General Holdings Corp 7.625% Subordinated Notes due 2055,NASDAQ,2019-07-30
NGL,EOD/NGL,NGL ENERGY PARTNERS LP representing Limited Partner Interests,NYSE,2019-07-30
NGL.P.B,EOD/NGL_P_B,NGL ENERGY PARTNERS LP 9.00% Class B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units representing limited partnership interests,NYSE,2019-07-30
NGL.P.C,EOD/NGL_P_C,NGL ENERGY PARTNERS LP 9.625% Class C Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units representing limited partner interests,NYSE,2019-07-30
NGLS.P.A,EOD/NGLS_P_A,Targa Resources Partners LP 9.00% Series A Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units representing preferred equity interests,NYSE,2019-07-30
NGM,EOD/NGM,NGM Biopharmaceuticals Inc.,NASDAQ,2019-07-30
NGS,EOD/NGS,Natural Gas Services Group Inc.,NYSE,2019-07-30
NGVC,EOD/NGVC,Natural Grocers by Vitamin Cottage Inc.,NYSE,2019-07-30
NGVT,EOD/NGVT,Ingevity Corporation,NYSE,2019-07-30
NH,EOD/NH,NantHealth Inc.,NASDAQ,2019-07-30
NHA,EOD/NHA,Nuveen Municipal 2021 Target Term Fund Fund,NYSE,2019-07-30
NHC,EOD/NHC,National HealthCare Corporation,NYSE MKT,2019-07-30
NHF,EOD/NHF,NexPoint Strategic Opportunities Fund,NYSE,2019-07-30
NHI,EOD/NHI,National Health Investors Inc.,NYSE,2019-07-30
NHLD,EOD/NHLD,National Holdings Corporation,NASDAQ,2019-07-30
NHLDW,EOD/NHLDW,National Holdings Corporation Warrants,NASDAQ,2019-07-24
NHS,EOD/NHS,Neuberger Berman High Yield Strategies Fund,NYSE MKT,2019-07-30
NHTC,EOD/NHTC,Natural Health Trends Corp.,NASDAQ,2019-07-30
NI,EOD/NI,NiSource Inc,NYSE,2019-07-30
NI.P.B,EOD/NI_P_B,NiSource Inc Depositary Shares Series B,NYSE,2019-07-30
NIB,EOD/NIB,iPath Bloomberg Cocoa Subindex Total Return SM IndexETN,NYSE Arca,2019-07-30
NICE,EOD/NICE,NICE Ltd,NASDAQ,2019-07-30
NICK,EOD/NICK,Nicholas Financial Inc.,NASDAQ,2019-07-30
NID,EOD/NID,Nuveen Intermediate Duration Municipal Term Fund of Beneficial Interest,NYSE,2019-07-30
NIE,EOD/NIE,AllianzGI Equity & Convertible Income Fund,NYSE,2019-07-30
NIHD,EOD/NIHD,NII Holdings Inc.,NASDAQ,2019-07-30
NIM,EOD/NIM,Nuveen Select Maturities Municipal Fund,NYSE,2019-07-30
NINE,EOD/NINE,Nine Energy Service Inc.,NASDAQ,2019-07-30
NIO,EOD/NIO,NIO Inc. American depositary shares each representing one Class A,NYSE,2019-07-30
NIQ,EOD/NIQ,Nuveenn Intermediate Duration Quality Municipal Term Fund of Beneficial Interest,NYSE,2019-07-30
NITE,EOD/NITE,Nightstar Therapeutics plc,NASDAQ,2019-06-07
NIU,EOD/NIU,Niu Technologies,NASDAQ,2019-07-30
NJR,EOD/NJR,NewJersey Resources Corporation,NYSE,2019-07-30
NJV,EOD/NJV,Nuveen New Jersey Municipal Value Fund of Beneficial Interest,NYSE MKT,2019-07-30
NK,EOD/NK,NantKwest Inc.,NASDAQ,2019-07-30
